CMDLINE /Users/localadmin/miniforge3/envs/splitting_env/bin/python3.9 ./setup_labeled_data.py
MEM 928.187500 1725355654.8278
MEM 911.921875 1725355654.9329
MEM 934.437500 1725355655.0381
MEM 947.171875 1725355655.1383
MEM 954.953125 1725355655.2436
MEM 886.078125 1725355655.3469
MEM 886.093750 1725355655.4523
MEM 858.468750 1725355655.5575
MEM 833.406250 1725355655.6602
MEM 785.937500 1725355655.7641
MEM 728.843750 1725355655.8693
MEM 711.359375 1725355655.9719
MEM 722.890625 1725355656.0764
MEM 736.703125 1725355656.1808
MEM 752.437500 1725355656.2861
MEM 777.906250 1725355656.3914
MEM 813.078125 1725355656.4953
MEM 817.656250 1725355656.5959
MEM 824.109375 1725355656.7009
MEM 841.875000 1725355656.8061
MEM 836.734375 1725355656.9106
MEM 844.250000 1725355657.0145
MEM 842.734375 1725355657.1198
MEM 845.359375 1725355657.2250
MEM 782.234375 1725355657.3274
MEM 768.000000 1725355657.4326
MEM 766.343750 1725355657.5377
MEM 747.531250 1725355657.6396
MEM 759.906250 1725355657.7447
MEM 733.265625 1725355657.8498
MEM 677.500000 1725355657.9545
MEM 694.781250 1725355658.0592
MEM 727.796875 1725355658.1594
MEM 767.515625 1725355658.2616
MEM 795.062500 1725355658.3667
MEM 830.546875 1725355658.4714
MEM 874.562500 1725355658.5754
MEM 864.828125 1725355658.6767
MEM 817.203125 1725355658.7806
MEM 831.609375 1725355658.8849
MEM 888.812500 1725355658.9861
MEM 868.125000 1725355659.0875
MEM 857.312500 1725355659.1888
MEM 853.812500 1725355659.2939
MEM 840.984375 1725355659.3991
MEM 856.484375 1725355659.5028
MEM 845.250000 1725355659.6083
MEM 869.562500 1725355659.7136
MEM 913.937500 1725355659.8188
MEM 945.296875 1725355659.9196
MEM 962.734375 1725355660.0207
MEM 961.000000 1725355660.1221
MEM 979.125000 1725355660.2273
MEM 975.765625 1725355660.3281
MEM 998.421875 1725355660.4305
MEM 1004.234375 1725355660.5357
MEM 1046.625000 1725355660.6406
MEM 1062.718750 1725355660.7459
MEM 1093.734375 1725355660.8512
MEM 1089.843750 1725355660.9563
MEM 1090.968750 1725355661.0615
MEM 1106.187500 1725355661.1650
MEM 1093.875000 1725355661.2701
MEM 1005.984375 1725355661.3752
MEM 1016.281250 1725355661.4804
MEM 1039.234375 1725355661.5819
MEM 1018.265625 1725355661.6870
MEM 1028.140625 1725355661.7921
MEM 1042.703125 1725355661.8972
MEM 1036.265625 1725355661.9994
MEM 1027.718750 1725355662.1023
MEM 1036.812500 1725355662.2075
MEM 1020.046875 1725355662.3128
MEM 1032.734375 1725355662.4154
MEM 1040.515625 1725355662.5168
MEM 1035.531250 1725355662.6219
MEM 1012.875000 1725355662.7249
MEM 972.265625 1725355662.8261
MEM 892.343750 1725355662.9312
MEM 876.828125 1725355663.0363
MEM 893.109375 1725355663.1415
MEM 878.562500 1725355663.2467
MEM 872.593750 1725355663.3518
MEM 879.218750 1725355663.4570
MEM 882.734375 1725355663.5622
MEM 869.718750 1725355663.6673
MEM 880.343750 1725355663.7701
MEM 877.078125 1725355663.8725
MEM 922.796875 1725355663.9728
MEM 944.750000 1725355664.0779
MEM 962.218750 1725355664.1831
MEM 995.484375 1725355664.2882
MEM 991.500000 1725355664.3933
MEM 963.203125 1725355664.4984
MEM 961.906250 1725355664.6022
MEM 934.828125 1725355664.7035
MEM 926.609375 1725355664.8086
MEM 916.171875 1725355664.9122
MEM 907.625000 1725355665.0173
MEM 893.031250 1725355665.1226
MEM 908.578125 1725355665.2262
MEM 908.406250 1725355665.3306
MEM 897.750000 1725355665.4358
MEM 932.828125 1725355665.5409
MEM 907.906250 1725355665.6460
MEM 863.906250 1725355665.7490
MEM 869.593750 1725355665.8501
MEM 812.921875 1725355665.9585
MEM 775.031250 1725355666.0637
MEM 769.843750 1725355666.1670
MEM 734.765625 1725355666.2721
MEM 710.875000 1725355666.3751
MEM 686.250000 1725355666.4796
MEM 678.531250 1725355666.5847
MEM 689.375000 1725355666.6899
MEM 652.093750 1725355666.7932
MEM 628.531250 1725355666.8964
MEM 632.562500 1725355666.9982
MEM 636.437500 1725355667.0984
MEM 627.562500 1725355667.1991
MEM 630.421875 1725355667.3008
MEM 647.937500 1725355667.4059
MEM 656.984375 1725355667.5074
MEM 660.296875 1725355667.6104
MEM 641.453125 1725355667.7135
MEM 652.125000 1725355667.8177
MEM 631.843750 1725355667.9195
MEM 663.906250 1725355668.0244
MEM 700.750000 1725355668.1275
MEM 720.281250 1725355668.2281
MEM 611.406250 1725355668.3333
MEM 618.796875 1725355668.4370
MEM 630.359375 1725355668.5421
MEM 654.593750 1725355668.6426
MEM 681.484375 1725355668.7478
MEM 737.484375 1725355668.8489
MEM 766.859375 1725355668.9541
MEM 800.765625 1725355669.0592
MEM 812.968750 1725355669.1644
MEM 829.531250 1725355669.2654
MEM 854.390625 1725355669.3706
MEM 777.687500 1725355669.4716
MEM 789.656250 1725355669.5729
MEM 775.359375 1725355669.6750
MEM 754.125000 1725355669.7797
MEM 758.703125 1725355669.8840
MEM 744.890625 1725355669.9891
MEM 761.031250 1725355670.0902
MEM 792.781250 1725355670.1951
MEM 811.265625 1725355670.2983
MEM 773.265625 1725355670.4142
MEM 750.796875 1725355670.5209
MEM 778.156250 1725355670.6260
MEM 809.937500 1725355670.7300
MEM 799.609375 1725355670.8317
MEM 814.937500 1725355670.9368
MEM 811.484375 1725355671.0419
MEM 790.015625 1725355671.1470
MEM 812.140625 1725355671.2476
MEM 799.812500 1725355671.3489
MEM 808.031250 1725355671.4539
MEM 807.640625 1725355671.5590
MEM 803.359375 1725355671.6640
MEM 836.312500 1725355671.7687
MEM 867.515625 1725355671.8695
MEM 888.843750 1725355671.9735
MEM 908.953125 1725355672.0737
MEM 918.187500 1725355672.1788
MEM 924.437500 1725355672.2835
MEM 939.187500 1725355672.3886
MEM 928.718750 1725355672.4934
MEM 915.046875 1725355672.5980
MEM 929.265625 1725355672.7019
MEM 911.265625 1725355672.8070
MEM 893.937500 1725355672.9116
MEM 916.750000 1725355673.0131
MEM 944.609375 1725355673.1183
MEM 962.593750 1725355673.2235
MEM 946.546875 1725355673.3278
MEM 941.046875 1725355673.4329
MEM 888.796875 1725355673.5381
MEM 905.812500 1725355673.6428
MEM 892.921875 1725355673.7474
MEM 889.750000 1725355673.8504
MEM 904.109375 1725355673.9518
MEM 935.781250 1725355674.0569
MEM 914.968750 1725355674.1590
MEM 919.421875 1725355674.2641
MEM 939.281250 1725355674.3676
MEM 928.218750 1725355674.4723
MEM 909.750000 1725355674.5774
MEM 890.968750 1725355674.6823
MEM 835.671875 1725355674.7872
MEM 824.593750 1725355674.8924
MEM 819.078125 1725355674.9976
MEM 821.812500 1725355675.1005
MEM 799.312500 1725355675.2056
MEM 804.109375 1725355675.3102
MEM 773.281250 1725355675.4105
MEM 784.328125 1725355675.5149
MEM 808.281250 1725355675.6200
MEM 788.921875 1725355675.7224
MEM 789.906250 1725355675.8260
MEM 795.437500 1725355675.9303
MEM 804.125000 1725355676.0339
MEM 806.296875 1725355676.1378
MEM 802.171875 1725355676.2429
MEM 821.859375 1725355676.3474
MEM 850.875000 1725355676.4525
MEM 882.765625 1725355676.5572
MEM 907.343750 1725355676.6604
MEM 898.140625 1725355676.7654
MEM 889.937500 1725355676.8691
MEM 873.718750 1725355676.9743
MEM 854.718750 1725355677.0769
MEM 865.453125 1725355677.1808
MEM 869.546875 1725355677.2853
MEM 885.562500 1725355677.3885
MEM 831.343750 1725355677.4939
MEM 822.843750 1725355677.5982
MEM 831.031250 1725355677.7012
MEM 841.562500 1725355677.8023
MEM 852.031250 1725355677.9053
MEM 843.515625 1725355678.0105
MEM 841.984375 1725355678.1125
MEM 846.093750 1725355678.2178
MEM 845.125000 1725355678.3205
MEM 873.562500 1725355678.4210
MEM 905.015625 1725355678.5261
MEM 882.734375 1725355678.6291
MEM 870.312500 1725355678.7342
MEM 845.968750 1725355678.8348
MEM 845.078125 1725355678.9383
MEM 865.453125 1725355679.0436
MEM 862.421875 1725355679.1475
MEM 884.078125 1725355679.2527
MEM 879.734375 1725355679.3543
MEM 850.453125 1725355679.4594
MEM 859.187500 1725355679.5645
MEM 838.390625 1725355679.6697
MEM 815.890625 1725355679.7699
MEM 822.796875 1725355679.8700
MEM 807.453125 1725355679.9751
MEM 784.859375 1725355680.0802
MEM 717.265625 1725355680.1813
MEM 729.062500 1725355680.2824
MEM 745.031250 1725355680.3877
MEM 752.656250 1725355680.4888
MEM 743.109375 1725355680.5917
MEM 702.156250 1725355680.6968
MEM 698.031250 1725355680.8039
MEM 672.859375 1725355680.9073
MEM 662.218750 1725355681.0125
MEM 623.000000 1725355681.1144
MEM 503.531250 1725355681.2196
MEM 517.640625 1725355681.3204
MEM 520.531250 1725355681.4257
MEM 481.625000 1725355681.5308
MEM 405.578125 1725355681.6361
MEM 333.765625 1725355681.7412
MEM 301.203125 1725355681.8450
MEM 295.031250 1725355681.9501
MEM 230.890625 1725355682.0553
MEM 210.828125 1725355682.1605
MEM 176.875000 1725355682.2655
MEM 179.796875 1725355682.3679
MEM 195.406250 1725355682.4732
MEM 201.468750 1725355682.5758
MEM 212.062500 1725355682.6805
MEM 221.375000 1725355682.7837
MEM 144.828125 1725355682.8853
MEM 108.125000 1725355682.9906
MEM 97.421875 1725355683.0931
MEM 101.781250 1725355683.1971
MEM 115.437500 1725355683.3011
MEM 125.281250 1725355683.4063
MEM 122.843750 1725355683.5114
MEM 125.375000 1725355683.6166
MEM 138.875000 1725355683.7218
MEM 155.515625 1725355683.8223
MEM 164.796875 1725355683.9269
MEM 181.500000 1725355684.0320
MEM 161.843750 1725355684.1331
MEM 149.093750 1725355684.2344
MEM 165.828125 1725355684.3396
MEM 184.515625 1725355684.4448
MEM 201.734375 1725355684.5484
MEM 218.656250 1725355684.6536
MEM 235.468750 1725355684.7566
MEM 252.078125 1725355684.8584
MEM 268.187500 1725355684.9635
MEM 283.640625 1725355685.0665
MEM 301.500000 1725355685.1678
MEM 316.218750 1725355685.2691
MEM 325.843750 1725355685.3713
MEM 327.843750 1725355685.4765
MEM 340.593750 1725355685.5805
MEM 357.328125 1725355685.6851
MEM 362.328125 1725355685.7905
MEM 366.000000 1725355685.8956
MEM 365.187500 1725355686.0007
MEM 318.609375 1725355686.1072
MEM 335.562500 1725355686.2077
MEM 352.265625 1725355686.3130
MEM 367.875000 1725355686.4182
MEM 344.890625 1725355686.5224
MEM 351.109375 1725355686.6258
MEM 364.062500 1725355686.7304
MEM 341.640625 1725355686.8355
MEM 286.437500 1725355686.9409
MEM 301.734375 1725355687.0461
MEM 316.156250 1725355687.1498
MEM 330.750000 1725355687.2538
MEM 325.546875 1725355687.3599
MEM 310.093750 1725355687.4623
MEM 299.125000 1725355687.5659
MEM 299.125000 1725355687.6710
MEM 299.125000 1725355687.7761
MEM 310.312500 1725355687.8781
MEM 313.734375 1725355687.9835
MEM 322.671875 1725355688.0887
MEM 326.484375 1725355688.1928
MEM 317.109375 1725355688.2946
MEM 321.500000 1725355688.3972
MEM 330.359375 1725355688.5021
MEM 337.578125 1725355688.6066
MEM 328.734375 1725355688.7092
MEM 336.640625 1725355688.8132
MEM 335.343750 1725355688.9178
MEM 340.140625 1725355689.0229
MEM 339.546875 1725355689.1281
MEM 345.531250 1725355689.2318
MEM 327.453125 1725355689.3369
MEM 330.656250 1725355689.4421
MEM 318.937500 1725355689.5472
MEM 319.718750 1725355689.6524
MEM 295.375000 1725355689.7566
MEM 316.875000 1725355689.8619
MEM 323.328125 1725355689.9624
MEM 346.843750 1725355690.0672
MEM 373.593750 1725355690.1724
MEM 408.359375 1725355690.2750
MEM 442.031250 1725355690.3802
MEM 471.531250 1725355690.4825
MEM 506.968750 1725355690.5877
MEM 529.453125 1725355690.6928
MEM 548.468750 1725355690.7977
MEM 557.015625 1725355690.9030
MEM 532.421875 1725355691.0081
MEM 514.500000 1725355691.1133
MEM 530.562500 1725355691.2158
MEM 544.375000 1725355691.3210
MEM 560.515625 1725355691.4256
MEM 599.109375 1725355691.5305
MEM 659.921875 1725355691.6357
MEM 708.531250 1725355691.7408
MEM 720.093750 1725355691.8461
MEM 696.703125 1725355691.9466
MEM 734.140625 1725355692.0517
MEM 711.296875 1725355692.1545
MEM 680.406250 1725355692.2558
MEM 666.984375 1725355692.3599
MEM 680.750000 1725355692.4651
MEM 692.062500 1725355692.5703
MEM 699.250000 1725355692.6755
MEM 680.093750 1725355692.7812
MEM 551.546875 1725355692.8850
MEM 523.984375 1725355692.9865
MEM 487.671875 1725355693.0917
MEM 463.687500 1725355693.1969
MEM 465.500000 1725355693.2992
MEM 465.421875 1725355693.4023
MEM 382.218750 1725355693.5056
MEM 380.562500 1725355693.6108
MEM 379.046875 1725355693.7147
MEM 303.718750 1725355693.8200
MEM 278.296875 1725355693.9214
MEM 276.703125 1725355694.0241
MEM 265.546875 1725355694.1278
MEM 261.953125 1725355694.2313
MEM 258.281250 1725355694.3364
MEM 240.406250 1725355694.4372
MEM 216.593750 1725355694.5423
MEM 194.437500 1725355694.6477
MEM 182.625000 1725355694.7493
MEM 165.015625 1725355694.8519
MEM 170.343750 1725355694.9570
MEM 206.500000 1725355695.0574
MEM 254.500000 1725355695.1625
MEM 279.671875 1725355695.2661
MEM 314.781250 1725355695.3712
MEM 350.609375 1725355695.4763
MEM 397.843750 1725355695.5814
MEM 417.718750 1725355695.6850
MEM 428.546875 1725355695.7902
MEM 467.437500 1725355695.8921
MEM 486.343750 1725355695.9972
MEM 514.875000 1725355696.0985
MEM 551.781250 1725355696.2036
MEM 599.140625 1725355696.3087
MEM 635.234375 1725355696.4139
MEM 671.593750 1725355696.5151
MEM 695.375000 1725355696.6206
MEM 708.078125 1725355696.7260
MEM 734.937500 1725355696.8311
MEM 772.187500 1725355696.9363
MEM 714.718750 1725355697.0414
MEM 708.500000 1725355697.1468
MEM 722.578125 1725355697.2479
MEM 787.015625 1725355697.3531
MEM 787.609375 1725355697.4559
MEM 820.765625 1725355697.5610
MEM 835.375000 1725355697.6661
MEM 831.812500 1725355697.7707
MEM 790.562500 1725355697.8742
MEM 774.250000 1725355697.9794
MEM 758.843750 1725355698.0845
MEM 763.187500 1725355698.1865
MEM 773.671875 1725355698.2918
MEM 736.796875 1725355698.3961
MEM 754.906250 1725355698.5005
MEM 743.234375 1725355698.6056
MEM 732.453125 1725355698.7108
MEM 727.140625 1725355698.8145
MEM 718.093750 1725355698.9170
MEM 727.812500 1725355699.0185
MEM 712.343750 1725355699.1221
MEM 694.031250 1725355699.2272
MEM 696.343750 1725355699.3279
MEM 688.062500 1725355699.4330
MEM 664.906250 1725355699.5359
MEM 668.687500 1725355699.6390
MEM 693.765625 1725355699.7438
MEM 718.187500 1725355699.8489
MEM 762.156250 1725355699.9514
MEM 754.171875 1725355700.0523
MEM 692.546875 1725355700.1547
MEM 708.968750 1725355700.2578
MEM 745.906250 1725355700.3630
MEM 799.937500 1725355700.4665
MEM 766.203125 1725355700.5673
MEM 774.218750 1725355700.6724
MEM 764.687500 1725355700.7777
MEM 803.093750 1725355700.8828
MEM 799.734375 1725355700.9880
MEM 800.000000 1725355701.0902
MEM 818.578125 1725355701.1946
MEM 856.984375 1725355701.2995
MEM 885.875000 1725355701.4047
MEM 888.718750 1725355701.5098
MEM 911.437500 1725355701.6149
MEM 907.031250 1725355701.7200
MEM 906.781250 1725355701.8240
MEM 840.953125 1725355701.9291
MEM 765.000000 1725355702.0467
MEM 684.625000 1725355702.1520
MEM 655.203125 1725355702.2559
MEM 672.359375 1725355702.3611
MEM 701.312500 1725355702.4662
MEM 716.171875 1725355702.5713
MEM 658.421875 1725355702.6765
MEM 673.984375 1725355702.7813
MEM 711.828125 1725355702.8816
MEM 718.250000 1725355702.9837
MEM 720.656250 1725355703.0857
MEM 429.812500 1725355703.1900
MEM 413.843750 1725355703.2936
MEM 429.390625 1725355703.3948
MEM 466.968750 1725355703.4978
MEM 493.546875 1725355703.6000
MEM 515.078125 1725355703.7052
MEM 545.656250 1725355703.8085
MEM 590.656250 1725355703.9105
MEM 637.765625 1725355704.0157
MEM 650.203125 1725355704.1210
MEM 660.468750 1725355704.2261
MEM 665.843750 1725355704.3312
MEM 670.187500 1725355704.4326
MEM 649.968750 1725355704.5332
MEM 662.312500 1725355704.6384
MEM 656.203125 1725355704.7403
MEM 663.453125 1725355704.8456
MEM 668.390625 1725355704.9493
MEM 685.546875 1725355705.0544
MEM 642.359375 1725355705.1595
MEM 627.921875 1725355705.2647
MEM 646.875000 1725355705.3653
MEM 665.546875 1725355705.4705
MEM 682.000000 1725355705.5734
MEM 600.625000 1725355705.6749
MEM 519.234375 1725355705.7791
MEM 471.812500 1725355705.8841
MEM 405.390625 1725355705.9878
MEM 353.312500 1725355706.0907
MEM 343.796875 1725355706.1960
MEM 358.468750 1725355706.3012
MEM 346.375000 1725355706.4054
MEM 361.828125 1725355706.5105
MEM 372.593750 1725355706.6151
MEM 356.562500 1725355706.7200
MEM 337.109375 1725355706.8233
MEM 319.718750 1725355706.9279
MEM 296.328125 1725355707.0292
MEM 279.453125 1725355707.1343
MEM 284.359375 1725355707.2373
MEM 277.890625 1725355707.4267
MEM 236.937500 1725355707.5318
MEM 246.234375 1725355707.6370
MEM 249.062500 1725355707.7391
MEM 251.312500 1725355707.8400
MEM 251.843750 1725355707.9422
MEM 228.234375 1725355708.0474
MEM 235.453125 1725355708.1494
MEM 236.187500 1725355708.2546
MEM 235.984375 1725355708.3598
MEM 233.140625 1725355708.4606
MEM 236.828125 1725355708.5641
MEM 242.921875 1725355708.6668
MEM 245.937500 1725355708.7679
MEM 253.156250 1725355708.8724
MEM 166.203125 1725355708.9781
MEM 177.671875 1725355709.0833
MEM 185.968750 1725355709.1884
MEM 199.750000 1725355709.2927
MEM 197.406250 1725355709.3978
MEM 188.250000 1725355709.4987
MEM 186.187500 1725355709.6026
MEM 186.187500 1725355709.7078
MEM 186.296875 1725355709.8091
MEM 173.578125 1725355709.9113
MEM 161.500000 1725355710.0160
MEM 159.218750 1725355710.1182
MEM 158.375000 1725355710.2207
MEM 187.937500 1725355710.3254
MEM 238.171875 1725355710.4305
MEM 262.890625 1725355710.5351
MEM 313.671875 1725355710.6394
MEM 367.937500 1725355710.7413
MEM 418.671875 1725355710.8464
MEM 441.218750 1725355710.9517
MEM 482.609375 1725355711.0557
MEM 536.546875 1725355711.1608
MEM 586.937500 1725355711.2659
MEM 614.734375 1725355711.3665
MEM 628.984375 1725355711.4716
MEM 635.421875 1725355711.5767
MEM 626.984375 1725355711.6818
MEM 621.359375 1725355711.7869
MEM 621.515625 1725355711.8920
MEM 596.812500 1725355711.9944
MEM 603.500000 1725355712.1001
MEM 612.562500 1725355712.2053
MEM 610.031250 1725355712.3104
MEM 604.921875 1725355712.4156
MEM 612.093750 1725355712.5199
MEM 601.890625 1725355712.6240
MEM 593.375000 1725355712.7304
MEM 580.656250 1725355712.8354
MEM 560.687500 1725355712.9405
MEM 524.750000 1725355713.0457
MEM 520.906250 1725355713.1508
MEM 506.609375 1725355713.2560
MEM 460.031250 1725355713.3612
MEM 450.671875 1725355713.4665
MEM 457.328125 1725355713.5681
MEM 439.640625 1725355713.6718
MEM 435.015625 1725355713.7763
MEM 441.593750 1725355713.8813
MEM 437.218750 1725355713.9865
MEM 367.843750 1725355714.0907
MEM 358.203125 1725355714.1958
MEM 389.468750 1725355714.3009
MEM 373.203125 1725355714.4019
MEM 365.203125 1725355714.5067
MEM 360.359375 1725355714.6119
MEM 349.468750 1725355714.7170
MEM 340.250000 1725355714.8218
MEM 340.328125 1725355714.9269
MEM 336.984375 1725355715.0313
MEM 329.437500 1725355715.1365
MEM 332.953125 1725355715.2417
MEM 332.406250 1725355715.3453
MEM 241.906250 1725355715.4483
MEM 160.718750 1725355715.5518
MEM 55.296875 1725355715.6558
MEM 34.734375 1725355715.7610
MEM 34.093750 1725355715.8659
MEM 34.093750 1725355715.9663
MEM 38.156250 1725355716.0717
MEM 39.328125 1725355716.1761
MEM 39.328125 1725355716.2812
MEM 39.328125 1725355716.3834
MEM 39.328125 1725355716.4885
MEM 40.281250 1725355716.5938
MEM 40.281250 1725355716.6990
MEM 40.687500 1725355716.8041
MEM 33.515625 1725355716.9075
MEM 35.156250 1725355717.0104
MEM 40.515625 1725355717.1151
MEM 45.671875 1725355717.2203
MEM 51.890625 1725355717.3254
MEM 53.671875 1725355717.4305
MEM 58.125000 1725355717.5357
MEM 66.421875 1725355717.6404
MEM 71.765625 1725355717.7449
MEM 76.859375 1725355717.8485
MEM 74.718750 1725355717.9529
MEM 79.890625 1725355718.0559
MEM 78.234375 1725355718.1561
MEM 74.328125 1725355718.2606
MEM 76.843750 1725355718.3643
MEM 81.968750 1725355718.4695
MEM 81.968750 1725355718.5747
MEM 81.968750 1725355718.6798
MEM 81.968750 1725355718.7805
MEM 81.968750 1725355718.8819
MEM 81.968750 1725355718.9821
MEM 83.703125 1725355719.0871
MEM 83.875000 1725355719.1901
MEM 84.281250 1725355719.2953
MEM 84.609375 1725355719.3981
MEM 80.140625 1725355719.5033
MEM 74.359375 1725355719.6063
MEM 71.906250 1725355719.7105
MEM 69.921875 1725355719.8157
MEM 68.031250 1725355719.9208
MEM 68.718750 1725355720.0223
MEM 69.375000 1725355720.1261
MEM 71.218750 1725355720.2302
MEM 72.656250 1725355720.3354
MEM 73.921875 1725355720.4401
MEM 72.640625 1725355720.5419
MEM 75.562500 1725355720.6472
MEM 76.156250 1725355720.7523
MEM 76.187500 1725355720.8557
MEM 68.500000 1725355720.9609
MEM 64.406250 1725355721.0613
MEM 61.546875 1725355721.1616
MEM 62.687500 1725355721.2619
MEM 57.531250 1725355721.3671
MEM 58.625000 1725355721.4676
MEM 60.000000 1725355721.5728
MEM 61.781250 1725355721.6773
MEM 63.312500 1725355721.7808
MEM 66.343750 1725355721.8860
MEM 68.562500 1725355721.9911
MEM 70.609375 1725355722.0962
MEM 73.750000 1725355722.2013
MEM 77.046875 1725355722.3067
MEM 79.375000 1725355722.4117
MEM 79.937500 1725355722.5168
MEM 83.109375 1725355722.6220
MEM 83.328125 1725355722.7272
MEM 84.078125 1725355722.8323
MEM 86.203125 1725355722.9341
MEM 86.062500 1725355723.0392
MEM 86.031250 1725355723.1445
MEM 85.906250 1725355723.2493
MEM 88.578125 1725355723.3590
MEM 92.406250 1725355723.4642
MEM 94.000000 1725355723.5644
MEM 98.515625 1725355723.6696
MEM 101.093750 1725355723.7747
MEM 106.828125 1725355723.8786
MEM 111.484375 1725355723.9796
MEM 114.578125 1725355724.0847
MEM 121.843750 1725355724.1899
MEM 127.500000 1725355724.2950
MEM 133.031250 1725355724.4001
MEM 139.625000 1725355724.5052
MEM 145.843750 1725355724.6087
MEM 151.671875 1725355724.7102
MEM 156.234375 1725355724.8153
MEM 162.281250 1725355724.9204
MEM 171.000000 1725355725.0248
MEM 175.328125 1725355725.1282
MEM 178.640625 1725355725.2327
MEM 183.296875 1725355725.3379
MEM 189.640625 1725355725.4430
MEM 191.937500 1725355725.5466
MEM 193.187500 1725355725.6518
MEM 195.312500 1725355725.7568
MEM 197.906250 1725355725.8619
MEM 201.640625 1725355725.9634
MEM 200.906250 1725355726.0686
MEM 199.765625 1725355726.1715
MEM 201.234375 1725355726.2767
MEM 205.984375 1725355726.3818
MEM 209.828125 1725355726.4861
MEM 214.062500 1725355726.5887
MEM 217.437500 1725355726.6938
MEM 222.640625 1725355726.7989
MEM 231.484375 1725355726.9007
MEM 275.796875 1725355727.0011
MEM 276.750000 1725355727.1022
MEM 276.968750 1725355727.2063
MEM 277.062500 1725355727.3117
MEM 277.953125 1725355727.4150
MEM 278.203125 1725355727.5155
MEM 283.531250 1725355727.6195
MEM 279.890625 1725355727.7246
MEM 279.546875 1725355727.8260
MEM 280.046875 1725355727.9311
MEM 278.656250 1725355728.0317
MEM 279.109375 1725355728.1341
MEM 279.703125 1725355728.2392
MEM 280.359375 1725355728.3442
MEM 280.437500 1725355728.4493
MEM 280.984375 1725355728.5543
MEM 281.531250 1725355728.6596
MEM 286.890625 1725355728.7635
MEM 305.031250 1725355728.8648
MEM 320.906250 1725355728.9699
MEM 321.593750 1725355729.0750
MEM 321.593750 1725355729.1803
MEM 321.656250 1725355729.2841
MEM 321.765625 1725355729.3880
MEM 322.046875 1725355729.4930
MEM 322.140625 1725355729.5955
MEM 322.250000 1725355729.7005
MEM 321.921875 1725355729.8035
MEM 322.250000 1725355729.9085
MEM 317.125000 1725355730.0135
MEM 317.468750 1725355730.1181
MEM 317.812500 1725355730.2232
MEM 318.140625 1725355730.3282
MEM 318.609375 1725355730.4333
MEM 319.093750 1725355730.5341
MEM 319.453125 1725355730.6392
MEM 319.843750 1725355730.7442
MEM 321.968750 1725355730.8493
MEM 336.453125 1725355730.9543
MEM 347.515625 1725355731.0586
MEM 344.437500 1725355731.1621
MEM 344.437500 1725355731.2675
MEM 344.437500 1725355731.3718
MEM 344.515625 1725355731.4749
MEM 344.531250 1725355731.5800
MEM 344.078125 1725355731.6808
MEM 344.140625 1725355731.7859
MEM 344.453125 1725355731.8909
MEM 343.687500 1725355731.9960
MEM 343.984375 1725355732.0968
MEM 344.296875 1725355732.2019
MEM 344.609375 1725355732.3069
MEM 344.937500 1725355732.4119
MEM 345.250000 1725355732.5170
MEM 345.562500 1725355732.6220
MEM 345.890625 1725355732.7271
MEM 355.515625 1725355732.8321
MEM 358.187500 1725355732.9354
MEM 358.187500 1725355733.0355
MEM 355.109375 1725355733.1406
MEM 355.234375 1725355733.2457
MEM 350.984375 1725355733.3507
MEM 351.046875 1725355733.4558
MEM 351.218750 1725355733.5608
MEM 351.500000 1725355733.6659
MEM 351.812500 1725355733.7662
MEM 343.109375 1725355733.8712
MEM 338.312500 1725355733.9746
MEM 338.671875 1725355734.0755
MEM 329.671875 1725355734.1805
MEM 330.171875 1725355734.2856
MEM 330.687500 1725355734.3906
MEM 331.406250 1725355734.4957
MEM 337.687500 1725355734.6007
MEM 335.125000 1725355734.7059
MEM 326.328125 1725355734.8110
MEM 326.328125 1725355734.9163
MEM 326.343750 1725355735.0176
MEM 326.546875 1725355735.1228
MEM 326.546875 1725355735.2279
MEM 326.546875 1725355735.3289
MEM 326.796875 1725355735.4339
MEM 327.109375 1725355735.5390
MEM 327.406250 1725355735.6440
MEM 327.718750 1725355735.7490
MEM 328.031250 1725355735.8540
MEM 328.343750 1725355735.9591
MEM 328.656250 1725355736.0641
MEM 329.015625 1725355736.1691
MEM 329.531250 1725355736.2742
MEM 345.625000 1725355736.3792
MEM 359.265625 1725355736.4835
MEM 359.265625 1725355736.5886
MEM 359.265625 1725355736.6938
MEM 351.203125 1725355736.7991
MEM 345.234375 1725355736.9006
MEM 345.281250 1725355737.0056
MEM 338.796875 1725355737.1102
MEM 338.796875 1725355737.2153
MEM 339.015625 1725355737.3161
MEM 315.140625 1725355737.4195
MEM 315.437500 1725355737.5212
MEM 315.734375 1725355737.6223
MEM 316.031250 1725355737.7264
MEM 316.359375 1725355737.8303
MEM 316.859375 1725355737.9306
MEM 317.328125 1725355738.0357
MEM 317.718750 1725355738.1407
MEM 330.312500 1725355738.2410
MEM 332.250000 1725355738.3411
MEM 346.171875 1725355738.4462
MEM 346.171875 1725355738.5512
MEM 346.171875 1725355738.6565
MEM 346.187500 1725355738.7618
MEM 346.421875 1725355738.8654
MEM 346.421875 1725355738.9665
MEM 346.437500 1725355739.0716
MEM 331.015625 1725355739.1742
MEM 331.062500 1725355739.2793
MEM 331.359375 1725355739.3822
MEM 331.656250 1725355739.4873
MEM 331.968750 1725355739.5923
MEM 327.187500 1725355739.6973
MEM 327.484375 1725355739.8017
MEM 327.796875 1725355739.9067
MEM 328.109375 1725355740.0117
