CMDLINE /Users/localadmin/miniforge3/envs/splitting_env/bin/python3.9 ./setup_labeled_data.py
MEM 820.687500 1725353348.3066
MEM 821.250000 1725353348.4122
MEM 812.843750 1725353348.5173
MEM 779.312500 1725353348.6224
MEM 772.250000 1725353348.7251
MEM 758.640625 1725353348.8256
MEM 742.984375 1725353348.9300
MEM 763.406250 1725353349.0351
MEM 729.843750 1725353349.1399
MEM 728.562500 1725353349.2450
MEM 715.937500 1725353349.3461
MEM 730.734375 1725353349.4473
MEM 756.546875 1725353349.5524
MEM 769.421875 1725353349.6577
MEM 796.484375 1725353349.7628
MEM 801.875000 1725353349.8681
MEM 794.281250 1725353349.9700
MEM 798.156250 1725353350.0752
MEM 817.328125 1725353350.1803
MEM 748.234375 1725353350.2812
MEM 736.171875 1725353350.3863
MEM 729.953125 1725353350.4867
MEM 745.906250 1725353350.5886
MEM 747.906250 1725353350.6920
MEM 751.359375 1725353350.7971
MEM 751.343750 1725353350.9023
MEM 738.828125 1725353351.0074
MEM 749.484375 1725353351.1127
MEM 756.421875 1725353351.2178
MEM 762.140625 1725353351.3194
MEM 718.281250 1725353351.4245
MEM 725.031250 1725353351.5274
MEM 748.281250 1725353351.6281
MEM 765.875000 1725353351.7316
MEM 783.812500 1725353351.8344
MEM 738.109375 1725353351.9395
MEM 714.343750 1725353352.0448
MEM 715.796875 1725353352.1499
MEM 682.515625 1725353352.2550
MEM 666.953125 1725353352.3604
MEM 677.843750 1725353352.4656
MEM 652.281250 1725353352.5701
MEM 617.937500 1725353352.6740
MEM 578.843750 1725353352.7787
MEM 585.203125 1725353352.8832
MEM 553.578125 1725353352.9834
MEM 522.171875 1725353353.0841
MEM 496.343750 1725353353.1894
MEM 460.640625 1725353353.2902
MEM 425.812500 1725353353.3942
MEM 393.281250 1725353353.4993
MEM 362.531250 1725353353.6044
MEM 328.937500 1725353353.7066
MEM 320.546875 1725353353.8119
MEM 315.000000 1725353353.9168
MEM 311.093750 1725353354.0180
MEM 323.750000 1725353354.1232
MEM 305.062500 1725353354.2260
MEM 228.156250 1725353354.3308
MEM 228.531250 1725353354.4359
MEM 244.546875 1725353354.5410
MEM 282.015625 1725353354.6433
MEM 325.609375 1725353354.7484
MEM 367.656250 1725353354.8536
MEM 395.250000 1725353354.9587
MEM 435.343750 1725353355.0638
MEM 467.812500 1725353355.1689
MEM 539.875000 1725353355.2740
MEM 590.781250 1725353355.3791
MEM 611.968750 1725353355.4842
MEM 648.671875 1725353355.5894
MEM 662.859375 1725353355.6945
MEM 675.484375 1725353355.7994
MEM 712.500000 1725353355.9046
MEM 738.687500 1725353356.0073
MEM 758.562500 1725353356.1125
MEM 779.046875 1725353356.2154
MEM 816.421875 1725353356.3205
MEM 846.687500 1725353356.4244
MEM 890.890625 1725353356.5248
MEM 927.500000 1725353356.6280
MEM 970.875000 1725353356.7332
MEM 929.015625 1725353356.8366
MEM 902.531250 1725353356.9417
MEM 918.031250 1725353357.0470
MEM 944.843750 1725353357.1521
MEM 941.968750 1725353357.2553
MEM 924.296875 1725353357.3605
MEM 914.593750 1725353357.4650
MEM 872.718750 1725353357.5701
MEM 845.187500 1725353357.6752
MEM 834.859375 1725353357.7803
MEM 748.687500 1725353357.8854
MEM 763.687500 1725353357.9860
MEM 792.593750 1725353358.0912
MEM 748.843750 1725353358.1963
MEM 734.296875 1725353358.3007
MEM 703.687500 1725353358.4022
MEM 687.921875 1725353358.5065
MEM 659.421875 1725353358.6114
MEM 669.953125 1725353358.7161
MEM 709.250000 1725353358.8181
MEM 686.500000 1725353358.9230
MEM 689.703125 1725353359.0286
MEM 701.937500 1725353359.1336
MEM 695.140625 1725353359.2388
MEM 709.062500 1725353359.3421
MEM 723.203125 1725353359.4473
MEM 710.906250 1725353359.5524
MEM 748.937500 1725353359.6529
MEM 753.421875 1725353359.7580
MEM 776.656250 1725353359.8586
MEM 802.187500 1725353359.9602
MEM 808.234375 1725353360.0644
MEM 788.921875 1725353360.1697
MEM 789.875000 1725353360.2719
MEM 773.625000 1725353360.3754
MEM 776.234375 1725353360.4799
MEM 763.000000 1725353360.5834
MEM 728.953125 1725353360.6886
MEM 731.312500 1725353360.7937
MEM 735.578125 1725353360.8990
MEM 741.703125 1725353361.0041
MEM 746.593750 1725353361.1093
MEM 752.890625 1725353361.2145
MEM 758.937500 1725353361.3196
MEM 762.703125 1725353361.4247
MEM 752.984375 1725353361.5266
MEM 690.015625 1725353361.6318
MEM 682.593750 1725353361.7371
MEM 663.500000 1725353361.8422
MEM 654.734375 1725353361.9470
MEM 633.500000 1725353362.0512
MEM 615.781250 1725353362.1516
MEM 546.718750 1725353362.2564
MEM 496.406250 1725353362.3616
MEM 403.046875 1725353362.4669
MEM 380.515625 1725353362.5720
MEM 380.515625 1725353362.6771
MEM 380.625000 1725353362.7810
MEM 370.671875 1725353362.8860
MEM 334.828125 1725353362.9889
MEM 279.234375 1725353363.0957
MEM 266.218750 1725353363.2008
MEM 270.156250 1725353363.3010
MEM 263.187500 1725353363.4062
MEM 267.046875 1725353363.5113
MEM 261.093750 1725353363.6164
MEM 251.375000 1725353363.7216
MEM 236.421875 1725353363.8260
MEM 220.078125 1725353363.9312
MEM 220.078125 1725353364.0363
MEM 209.593750 1725353364.1398
MEM 208.859375 1725353364.2451
MEM 188.343750 1725353364.3514
MEM 176.796875 1725353364.4566
MEM 178.703125 1725353364.5618
MEM 180.296875 1725353364.6638
MEM 180.625000 1725353364.7685
MEM 181.171875 1725353364.8704
MEM 178.500000 1725353364.9756
MEM 173.281250 1725353365.0807
MEM 174.203125 1725353365.1858
MEM 173.562500 1725353365.2898
MEM 171.875000 1725353365.3951
MEM 170.093750 1725353365.5002
MEM 169.203125 1725353365.6047
MEM 155.562500 1725353365.7069
MEM 148.031250 1725353365.8085
MEM 148.031250 1725353365.9107
MEM 148.031250 1725353366.0112
MEM 149.390625 1725353366.1126
MEM 149.390625 1725353366.2139
MEM 153.750000 1725353366.3190
MEM 153.750000 1725353366.4218
MEM 153.750000 1725353366.5270
MEM 135.562500 1725353366.6299
MEM 135.562500 1725353366.7350
MEM 135.671875 1725353366.8358
MEM 137.359375 1725353366.9385
MEM 131.921875 1725353367.0435
MEM 129.671875 1725353367.1472
MEM 137.203125 1725353367.2487
MEM 148.328125 1725353367.3538
MEM 153.125000 1725353367.4575
MEM 164.000000 1725353367.5576
MEM 166.218750 1725353367.6593
MEM 168.781250 1725353367.7630
MEM 180.062500 1725353367.8676
MEM 188.406250 1725353367.9709
MEM 196.796875 1725353368.0761
MEM 206.250000 1725353368.1805
MEM 214.468750 1725353368.2846
MEM 221.906250 1725353368.3883
MEM 225.656250 1725353368.4935
MEM 228.750000 1725353368.5973
MEM 233.687500 1725353368.7024
MEM 239.500000 1725353368.8058
MEM 242.750000 1725353368.9111
MEM 246.187500 1725353369.0147
MEM 248.015625 1725353369.1226
MEM 252.984375 1725353369.2278
MEM 251.500000 1725353369.3330
MEM 252.000000 1725353369.4337
MEM 258.437500 1725353369.5366
MEM 262.703125 1725353369.6503
MEM 265.484375 1725353369.7523
MEM 268.328125 1725353369.8566
MEM 270.109375 1725353369.9617
MEM 272.234375 1725353370.0669
MEM 278.906250 1725353370.1720
MEM 284.187500 1725353370.2771
MEM 290.062500 1725353370.3822
MEM 295.921875 1725353370.4858
MEM 302.656250 1725353370.5868
MEM 276.718750 1725353370.6875
MEM 282.750000 1725353370.7927
MEM 277.484375 1725353370.8979
MEM 279.578125 1725353371.0024
MEM 272.546875 1725353371.1070
MEM 279.359375 1725353371.2099
MEM 276.718750 1725353371.3150
MEM 283.984375 1725353371.4191
MEM 290.531250 1725353371.5205
MEM 280.640625 1725353371.6256
MEM 274.765625 1725353371.7308
MEM 278.453125 1725353371.8343
MEM 277.093750 1725353371.9365
MEM 284.656250 1725353372.0378
MEM 283.656250 1725353372.1392
MEM 288.453125 1725353372.2424
MEM 289.921875 1725353372.3459
MEM 294.093750 1725353372.4510
MEM 286.203125 1725353372.5562
MEM 290.421875 1725353372.6565
MEM 296.578125 1725353372.7584
MEM 294.812500 1725353372.8602
MEM 296.921875 1725353372.9606
MEM 292.609375 1725353373.0658
MEM 294.515625 1725353373.1691
MEM 296.546875 1725353373.2742
MEM 298.656250 1725353373.3793
MEM 298.687500 1725353373.4846
MEM 303.828125 1725353373.5892
MEM 306.031250 1725353373.6914
MEM 301.578125 1725353373.7926
MEM 298.312500 1725353373.8978
MEM 295.312500 1725353374.0021
MEM 301.187500 1725353374.1044
MEM 297.937500 1725353374.2096
MEM 303.750000 1725353374.3137
MEM 301.921875 1725353374.4179
MEM 300.828125 1725353374.5191
MEM 294.531250 1725353374.6244
MEM 329.859375 1725353374.7267
MEM 365.406250 1725353374.8320
MEM 392.625000 1725353374.9348
MEM 415.843750 1725353375.0392
MEM 447.093750 1725353375.1444
MEM 475.968750 1725353375.2495
MEM 496.703125 1725353375.3537
MEM 534.609375 1725353375.4579
MEM 548.484375 1725353375.5584
MEM 504.609375 1725353375.6604
MEM 449.390625 1725353375.7656
MEM 460.078125 1725353375.8709
MEM 471.343750 1725353375.9761
MEM 474.531250 1725353376.0791
MEM 464.765625 1725353376.1833
MEM 479.843750 1725353376.2885
MEM 486.156250 1725353376.3938
MEM 509.953125 1725353376.4991
MEM 551.125000 1725353376.6043
MEM 539.312500 1725353376.7073
MEM 562.093750 1725353376.8088
MEM 577.078125 1725353376.9132
MEM 569.515625 1725353377.0170
MEM 535.250000 1725353377.1180
MEM 560.687500 1725353377.2233
MEM 535.953125 1725353377.3275
MEM 528.406250 1725353377.4327
MEM 551.156250 1725353377.5380
MEM 564.156250 1725353377.6427
MEM 595.953125 1725353377.7479
MEM 621.359375 1725353377.8525
MEM 645.328125 1725353377.9577
MEM 672.578125 1725353378.0625
MEM 683.968750 1725353378.1678
MEM 701.656250 1725353378.2731
MEM 714.765625 1725353378.3783
MEM 729.687500 1725353378.4835
MEM 759.734375 1725353378.5874
MEM 727.140625 1725353378.6906
MEM 589.765625 1725353378.7973
MEM 584.343750 1725353378.9027
MEM 559.890625 1725353379.0072
MEM 572.390625 1725353379.1096
MEM 554.218750 1725353379.2149
MEM 575.000000 1725353379.3171
MEM 507.906250 1725353379.4199
MEM 428.859375 1725353379.5252
MEM 425.937500 1725353379.6295
MEM 442.359375 1725353379.7307
MEM 492.281250 1725353379.8360
MEM 478.421875 1725353379.9414
MEM 472.781250 1725353380.0435
MEM 474.906250 1725353380.1489
MEM 506.890625 1725353380.2569
MEM 533.546875 1725353380.3622
MEM 565.250000 1725353380.4673
MEM 603.187500 1725353380.5721
MEM 617.296875 1725353380.6774
MEM 623.281250 1725353380.7826
MEM 618.984375 1725353380.8871
MEM 627.390625 1725353380.9899
MEM 627.421875 1725353381.0951
MEM 620.937500 1725353381.1982
MEM 668.937500 1725353381.3034
MEM 714.656250 1725353381.4087
MEM 761.062500 1725353381.5133
MEM 799.109375 1725353381.6137
MEM 822.734375 1725353381.7189
MEM 840.328125 1725353381.8235
MEM 867.718750 1725353381.9287
MEM 867.921875 1725353382.0293
MEM 838.921875 1725353382.1327
MEM 803.921875 1725353382.2375
MEM 805.359375 1725353382.3427
MEM 825.796875 1725353382.4479
MEM 829.140625 1725353382.5531
MEM 843.390625 1725353382.6538
MEM 852.359375 1725353382.7590
MEM 801.343750 1725353382.8642
MEM 817.125000 1725353382.9694
MEM 812.359375 1725353383.0746
MEM 782.906250 1725353383.1798
MEM 807.625000 1725353383.2850
MEM 805.875000 1725353383.3862
MEM 789.765625 1725353383.4914
MEM 804.937500 1725353383.5931
MEM 778.890625 1725353383.6954
MEM 805.203125 1725353383.8006
MEM 822.843750 1725353383.9028
MEM 845.453125 1725353384.0081
MEM 831.828125 1725353384.1134
MEM 861.015625 1725353384.2187
MEM 886.046875 1725353384.3239
MEM 924.296875 1725353384.4243
MEM 899.734375 1725353384.5280
MEM 884.562500 1725353384.6318
MEM 879.375000 1725353384.7352
MEM 845.218750 1725353384.8362
MEM 847.046875 1725353384.9398
MEM 839.312500 1725353385.0446
MEM 841.812500 1725353385.1498
MEM 857.421875 1725353385.2501
MEM 896.000000 1725353385.3553
MEM 914.890625 1725353385.4605
MEM 922.671875 1725353385.5671
MEM 899.984375 1725353385.6690
MEM 907.328125 1725353385.7743
MEM 884.984375 1725353385.8757
MEM 887.828125 1725353385.9787
MEM 875.031250 1725353386.0839
MEM 836.578125 1725353386.1890
MEM 836.562500 1725353386.2942
MEM 838.125000 1725353386.3994
MEM 872.609375 1725353386.5046
MEM 876.312500 1725353386.6098
MEM 869.765625 1725353386.7151
MEM 852.468750 1725353386.8203
MEM 785.984375 1725353386.9232
MEM 794.093750 1725353387.0247
MEM 811.015625 1725353387.1299
MEM 830.031250 1725353387.2352
MEM 843.359375 1725353387.3404
MEM 856.265625 1725353387.4455
MEM 860.812500 1725353387.5509
MEM 832.156250 1725353387.6542
MEM 818.640625 1725353387.7594
MEM 787.281250 1725353387.8607
MEM 805.671875 1725353387.9626
MEM 781.171875 1725353388.0636
MEM 751.562500 1725353388.1678
MEM 726.375000 1725353388.2730
MEM 749.234375 1725353388.3782
MEM 773.359375 1725353388.4834
MEM 759.046875 1725353388.5886
MEM 744.437500 1725353388.6937
MEM 725.000000 1725353388.7989
MEM 734.515625 1725353388.9041
MEM 770.765625 1725353389.0059
MEM 809.000000 1725353389.1111
MEM 826.125000 1725353389.2164
MEM 828.171875 1725353389.3216
MEM 843.968750 1725353389.4268
MEM 834.312500 1725353389.5272
MEM 825.640625 1725353389.6324
MEM 815.609375 1725353389.7376
MEM 801.828125 1725353389.8411
MEM 807.343750 1725353389.9463
MEM 810.328125 1725353390.0516
MEM 799.500000 1725353390.1551
MEM 800.281250 1725353390.2564
MEM 854.875000 1725353390.3616
MEM 836.531250 1725353390.4668
MEM 781.015625 1725353390.5720
MEM 797.546875 1725353390.6771
MEM 831.437500 1725353390.7816
MEM 777.406250 1725353390.8865
MEM 735.140625 1725353390.9918
MEM 750.734375 1725353391.0958
MEM 720.046875 1725353391.2010
MEM 720.171875 1725353391.3062
MEM 659.437500 1725353391.4115
MEM 552.406250 1725353391.5137
MEM 512.046875 1725353391.6148
MEM 499.859375 1725353391.7154
MEM 504.343750 1725353391.8160
MEM 488.796875 1725353391.9212
MEM 467.406250 1725353392.0264
MEM 487.796875 1725353392.1309
MEM 485.359375 1725353392.2341
MEM 496.593750 1725353392.3393
MEM 499.500000 1725353392.4444
MEM 496.796875 1725353392.5471
MEM 490.125000 1725353392.6502
MEM 497.265625 1725353392.7546
MEM 530.328125 1725353392.8565
MEM 571.562500 1725353392.9616
MEM 597.781250 1725353393.0668
MEM 584.281250 1725353393.1698
MEM 577.203125 1725353393.2742
MEM 576.187500 1725353393.3794
MEM 579.203125 1725353393.4819
MEM 556.437500 1725353393.5840
MEM 550.265625 1725353393.6890
MEM 551.125000 1725353393.7902
MEM 552.031250 1725353393.8953
MEM 553.531250 1725353393.9984
MEM 555.234375 1725353394.1026
MEM 558.093750 1725353394.2079
MEM 559.015625 1725353394.3121
MEM 559.015625 1725353394.4154
MEM 561.406250 1725353394.5204
MEM 562.890625 1725353394.6241
MEM 567.046875 1725353394.7280
MEM 552.625000 1725353394.8331
MEM 446.765625 1725353394.9373
MEM 365.984375 1725353395.0405
MEM 334.890625 1725353395.1434
MEM 333.406250 1725353395.2468
MEM 312.921875 1725353395.3501
MEM 315.546875 1725353395.4544
MEM 289.437500 1725353395.5561
MEM 292.656250 1725353395.6613
MEM 272.171875 1725353395.7666
MEM 256.453125 1725353395.8706
MEM 235.062500 1725353395.9722
MEM 239.234375 1725353396.0772
MEM 225.125000 1725353396.1851
MEM 227.984375 1725353396.2902
MEM 208.859375 1725353396.3937
MEM 192.562500 1725353396.4950
MEM 176.125000 1725353396.5992
MEM 178.125000 1725353396.7031
MEM 161.453125 1725353396.8059
MEM 133.296875 1725353396.9111
MEM 135.250000 1725353397.0163
MEM 110.062500 1725353397.1192
MEM 111.875000 1725353397.2208
MEM 110.437500 1725353397.3213
MEM 118.250000 1725353397.4233
MEM 116.796875 1725353397.5285
MEM 113.859375 1725353397.6335
MEM 115.328125 1725353397.7386
MEM 116.625000 1725353397.8394
MEM 119.031250 1725353397.9426
MEM 122.937500 1725353398.0478
MEM 124.234375 1725353398.1489
MEM 127.265625 1725353398.2541
MEM 128.984375 1725353398.3592
MEM 124.578125 1725353398.4643
MEM 126.828125 1725353398.5666
MEM 124.140625 1725353398.6719
MEM 127.125000 1725353398.7730
MEM 117.171875 1725353398.8782
MEM 117.312500 1725353398.9796
MEM 120.015625 1725353399.0824
MEM 121.625000 1725353399.1837
MEM 122.687500 1725353399.2890
MEM 125.421875 1725353399.3943
MEM 127.515625 1725353399.4996
MEM 128.828125 1725353399.6049
MEM 131.890625 1725353399.7067
MEM 133.640625 1725353399.8080
MEM 137.187500 1725353399.9128
MEM 140.875000 1725353400.0166
MEM 143.921875 1725353400.1173
MEM 148.656250 1725353400.2207
MEM 152.546875 1725353400.3254
MEM 154.546875 1725353400.4267
MEM 157.468750 1725353400.5287
MEM 161.031250 1725353400.6340
MEM 162.609375 1725353400.7377
MEM 164.500000 1725353400.8429
MEM 167.296875 1725353400.9467
MEM 169.812500 1725353401.0474
MEM 184.578125 1725353401.1524
MEM 195.109375 1725353401.2575
MEM 206.593750 1725353401.3628
MEM 215.875000 1725353401.4677
MEM 220.703125 1725353401.5713
MEM 227.609375 1725353401.6762
MEM 231.000000 1725353401.7767
MEM 230.984375 1725353401.8818
MEM 246.000000 1725353401.9866
MEM 258.281250 1725353402.0892
MEM 257.812500 1725353402.1902
MEM 239.640625 1725353402.2954
MEM 237.921875 1725353402.3995
MEM 238.890625 1725353402.5047
MEM 230.265625 1725353402.6086
MEM 222.062500 1725353402.7109
MEM 209.765625 1725353402.8112
MEM 209.968750 1725353402.9154
MEM 205.125000 1725353403.0205
MEM 197.484375 1725353403.1231
MEM 180.453125 1725353403.2273
MEM 163.156250 1725353403.3325
MEM 163.812500 1725353403.4376
MEM 156.250000 1725353403.5421
MEM 151.562500 1725353403.6434
MEM 148.500000 1725353403.7447
MEM 133.343750 1725353403.8499
MEM 124.984375 1725353403.9550
MEM 119.437500 1725353404.0602
MEM 123.578125 1725353404.1654
MEM 139.250000 1725353404.2683
MEM 133.546875 1725353404.3691
MEM 134.140625 1725353404.4729
MEM 134.734375 1725353404.5769
MEM 130.265625 1725353404.6826
MEM 127.375000 1725353404.7881
MEM 118.671875 1725353404.8931
MEM 157.328125 1725353404.9983
MEM 157.359375 1725353405.1034
MEM 157.656250 1725353405.2082
MEM 158.000000 1725353405.3130
MEM 158.312500 1725353405.4181
MEM 158.656250 1725353405.5232
MEM 158.984375 1725353405.6250
MEM 159.296875 1725353405.7302
MEM 159.562500 1725353405.8315
MEM 159.765625 1725353405.9325
MEM 159.031250 1725353406.0377
MEM 159.375000 1725353406.1397
MEM 158.750000 1725353406.2408
MEM 159.921875 1725353406.3425
MEM 167.234375 1725353406.4428
MEM 187.281250 1725353406.5478
MEM 201.687500 1725353406.6530
MEM 201.687500 1725353406.7597
MEM 201.687500 1725353406.8600
MEM 201.906250 1725353406.9641
MEM 201.875000 1725353407.0695
MEM 202.125000 1725353407.1746
MEM 202.109375 1725353407.2759
MEM 202.109375 1725353407.3810
MEM 202.359375 1725353407.4840
MEM 202.734375 1725353407.5891
MEM 203.062500 1725353407.6921
MEM 192.937500 1725353407.7936
MEM 183.578125 1725353407.8948
MEM 183.921875 1725353408.0000
MEM 184.296875 1725353408.1050
MEM 178.328125 1725353408.2101
MEM 178.781250 1725353408.3152
MEM 179.218750 1725353408.4202
MEM 187.390625 1725353408.5253
MEM 197.062500 1725353408.6304
MEM 192.203125 1725353408.7356
MEM 189.203125 1725353408.8408
MEM 183.531250 1725353408.9462
MEM 167.953125 1725353409.0514
MEM 183.984375 1725353409.1525
MEM 184.046875 1725353409.2550
MEM 184.203125 1725353409.3600
MEM 184.437500 1725353409.4651
MEM 184.750000 1725353409.5702
MEM 185.031250 1725353409.6710
MEM 185.468750 1725353409.7761
MEM 185.328125 1725353409.8811
MEM 185.796875 1725353409.9857
MEM 186.171875 1725353410.0907
MEM 186.234375 1725353410.1958
MEM 186.562500 1725353410.3004
MEM 187.203125 1725353410.4055
MEM 213.359375 1725353410.5106
MEM 227.937500 1725353410.6152
MEM 227.937500 1725353410.7165
MEM 227.937500 1725353410.8218
MEM 227.968750 1725353410.9249
MEM 228.015625 1725353411.0295
MEM 228.328125 1725353411.1346
MEM 228.375000 1725353411.2397
MEM 221.734375 1725353411.3405
MEM 221.765625 1725353411.4456
MEM 222.078125 1725353411.5506
MEM 214.171875 1725353411.6553
MEM 205.109375 1725353411.7580
MEM 205.406250 1725353411.8633
MEM 205.734375 1725353411.9684
MEM 205.921875 1725353412.0740
MEM 196.765625 1725353412.1788
MEM 197.031250 1725353412.2823
MEM 197.468750 1725353412.3874
MEM 215.437500 1725353412.4926
MEM 252.312500 1725353412.5977
MEM 276.625000 1725353412.7028
MEM 276.484375 1725353412.8063
MEM 268.718750 1725353412.9075
MEM 268.718750 1725353413.0110
MEM 258.031250 1725353413.1140
MEM 258.125000 1725353413.2191
MEM 235.109375 1725353413.3243
MEM 235.140625 1725353413.4294
MEM 229.031250 1725353413.5329
MEM 216.765625 1725353413.6380
MEM 216.796875 1725353413.7410
MEM 212.843750 1725353413.8422
MEM 213.187500 1725353413.9437
MEM 213.609375 1725353414.0488
MEM 213.906250 1725353414.1516
MEM 210.531250 1725353414.2567
MEM 189.109375 1725353414.3597
MEM 158.921875 1725353414.4653
MEM 107.718750 1725353414.5678
MEM 111.812500 1725353414.6701
MEM 136.093750 1725353414.7753
MEM 160.609375 1725353414.8770
MEM 161.953125 1725353414.9822
MEM 162.171875 1725353415.0875
MEM 162.000000 1725353415.1911
MEM 165.000000 1725353415.2964
MEM 163.734375 1725353415.4015
MEM 191.078125 1725353415.5066
MEM 191.359375 1725353415.6117
MEM 172.187500 1725353415.7168
MEM 172.640625 1725353415.8210
MEM 173.000000 1725353415.9261
MEM 173.484375 1725353416.0311
MEM 169.843750 1725353416.1362
MEM 170.343750 1725353416.2370
MEM 170.890625 1725353416.3421
MEM 171.437500 1725353416.4471
MEM 171.937500 1725353416.5522
MEM 169.984375 1725353416.6572
MEM 154.984375 1725353416.7623
MEM 147.578125 1725353416.8674
MEM 148.000000 1725353416.9725
MEM 193.125000 1725353417.0732
MEM 204.265625 1725353417.1783
MEM 218.265625 1725353417.2834
MEM 218.281250 1725353417.3908
MEM 218.296875 1725353417.4960
MEM 218.390625 1725353417.6012
MEM 218.390625 1725353417.7040
MEM 216.093750 1725353417.8091
MEM 216.218750 1725353417.9119
MEM 216.328125 1725353418.0144
MEM 216.640625 1725353418.1146
MEM 216.921875 1725353418.2197
MEM 216.015625 1725353418.3247
MEM 216.359375 1725353418.4298
MEM 216.687500 1725353418.5348
MEM 217.156250 1725353418.6398
MEM 212.656250 1725353418.7449
MEM 213.062500 1725353418.8453
MEM 213.578125 1725353418.9503
MEM 214.093750 1725353419.0554
MEM 219.953125 1725353419.1606
MEM 226.703125 1725353419.2614
MEM 226.718750 1725353419.3665
MEM 218.421875 1725353419.4692
MEM 218.437500 1725353419.5743
MEM 218.359375 1725353419.6794
MEM 218.468750 1725353419.7845
MEM 218.625000 1725353419.8853
MEM 218.921875 1725353419.9867
MEM 219.234375 1725353420.0918
MEM 219.546875 1725353420.1968
MEM 219.875000 1725353420.3019
MEM 220.515625 1725353420.4069
MEM 221.062500 1725353420.5120
MEM 221.500000 1725353420.6161
MEM 219.406250 1725353420.7212
MEM 202.531250 1725353420.8242
MEM 203.031250 1725353420.9293
MEM 209.156250 1725353421.0344
MEM 223.484375 1725353421.1394
MEM 223.484375 1725353421.2446
MEM 223.500000 1725353421.3499
MEM 223.734375 1725353421.4550
MEM 223.734375 1725353421.5603
MEM 223.875000 1725353421.6654
MEM 223.875000 1725353421.7682
MEM 224.078125 1725353421.8732
MEM 224.390625 1725353421.9782
MEM 224.703125 1725353422.0833
MEM 225.062500 1725353422.1883
MEM 225.375000 1725353422.2933
MEM 224.812500 1725353422.3984
MEM 225.125000 1725353422.5034
MEM 225.515625 1725353422.6085
MEM 225.859375 1725353422.7135
MEM 226.046875 1725353422.8186
MEM 237.734375 1725353422.9236
MEM 240.375000 1725353423.0288
MEM 240.375000 1725353423.1338
MEM 233.140625 1725353423.2389
MEM 233.359375 1725353423.3440
MEM 230.671875 1725353423.4498
MEM 221.984375 1725353423.5549
MEM 222.015625 1725353423.6563
MEM 222.015625 1725353423.7613
MEM 222.156250 1725353423.8664
MEM 222.468750 1725353423.9714
MEM 222.687500 1725353424.0765
MEM 223.015625 1725353424.1815
MEM 223.359375 1725353424.2858
MEM 223.687500 1725353424.3870
MEM 224.171875 1725353424.4920
MEM 224.546875 1725353424.5970
MEM 224.921875 1725353424.7021
MEM 225.328125 1725353424.8071
MEM 213.687500 1725353424.9097
MEM 216.937500 1725353425.0148
MEM 227.750000 1725353425.1199
MEM 227.750000 1725353425.2252
MEM 227.750000 1725353425.3257
MEM 227.828125 1725353425.4309
MEM 227.953125 1725353425.5337
MEM 228.125000 1725353425.6388
MEM 228.312500 1725353425.7438
MEM 228.484375 1725353425.8484
MEM 228.656250 1725353425.9534
MEM 224.156250 1725353426.0583
MEM 224.453125 1725353426.1633
MEM 224.546875 1725353426.2683
MEM 224.937500 1725353426.3734
MEM 225.250000 1725353426.4784
MEM 225.578125 1725353426.5834
MEM 225.953125 1725353426.6885
MEM 226.453125 1725353426.7935
MEM 226.968750 1725353426.8985
MEM 227.375000 1725353427.0036
MEM 227.609375 1725353427.1086
MEM 257.500000 1725353427.2137
MEM 259.375000 1725353427.3188
MEM 259.390625 1725353427.4239
MEM 259.359375 1725353427.5292
MEM 259.359375 1725353427.6332
MEM 259.546875 1725353427.7385
MEM 247.187500 1725353427.8437
MEM 240.468750 1725353427.9445
MEM 240.562500 1725353428.0507
MEM 222.203125 1725353428.1525
MEM 222.500000 1725353428.2576
MEM 222.875000 1725353428.3626
MEM 223.265625 1725353428.4677
MEM 221.156250 1725353428.5727
MEM 220.000000 1725353428.6777
MEM 220.343750 1725353428.7828
MEM 220.671875 1725353428.8878
MEM 220.937500 1725353428.9929
MEM 221.250000 1725353429.0966
MEM 221.609375 1725353429.2016
MEM 222.375000 1725353429.3066
MEM 242.453125 1725353429.4113
MEM 253.687500 1725353429.5164
MEM 253.703125 1725353429.6215
MEM 253.703125 1725353429.7268
MEM 253.718750 1725353429.8272
MEM 253.687500 1725353429.9278
MEM 253.734375 1725353430.0293
MEM 253.812500 1725353430.1313
MEM 253.906250 1725353430.2363
MEM 253.562500 1725353430.3413
MEM 253.875000 1725353430.4464
MEM 254.187500 1725353430.5514
MEM 254.500000 1725353430.6565
MEM 254.812500 1725353430.7615
MEM 255.171875 1725353430.8620
MEM 255.609375 1725353430.9671
MEM 253.843750 1725353431.0700
MEM 254.156250 1725353431.1750
MEM 254.562500 1725353431.2801
MEM 257.109375 1725353431.3851
MEM 258.234375 1725353431.4902
MEM 258.234375 1725353431.5954
MEM 258.062500 1725353431.6997
MEM 257.875000 1725353431.8037
MEM 255.578125 1725353431.9082
MEM 255.578125 1725353432.0098
MEM 255.625000 1725353432.1100
MEM 248.437500 1725353432.2151
MEM 248.828125 1725353432.3201
MEM 249.156250 1725353432.4251
MEM 249.484375 1725353432.5302
MEM 249.812500 1725353432.6352
MEM 250.156250 1725353432.7402
MEM 250.484375 1725353432.8453
MEM 250.828125 1725353432.9503
MEM 251.359375 1725353433.0554
MEM 251.718750 1725353433.1556
MEM 252.093750 1725353433.2606
MEM 252.609375 1725353433.3657
MEM 262.671875 1725353433.4708
MEM 296.468750 1725353433.5715
